header,fname,lname,name,citizen,village,sex,age,yob,status,hired,leader,deputy,sherpa,tibetan,abovebc,success,solo,traverse,ski,o2used,o2none,smtcnt,msmtdate1,msmttime1,dsmttime1,msmtdate2,msmttime2,dsmttime2,msmtdate3,msmttime3,dsmttime3,claimed,disputed,inj,death,deathdate,deathtime,ddthtime,deathtype,deathclass,deathhgtm,ams,weather,mperhighpt,mperhighdt,msmtbid,msmtterm,yearseas,peakid,expid,membid,host,route1,route2,comrte,stdrte,agency,agntid,myear,mseason,maxatt,att1st
,Kurt,Diemberger,Kurt Diemberger,Austria,,M,46,1932,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,15-10-1978,1345,13.75,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,Oct 15,5, 1,1978 Aut,EVER,EVER-783-02,07,1,S Col-SE Ridge,,1,1,,,1978,3,0,TRUE
,Hans,Engl,Hans Engl,W Germany,,M,34,1944,Climber,0,0,0,0,0,1,1,0,0,0,0,1,1,14-10-1978,1715,17.25,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,Oct 14,5, 1,1978 Aut,EVER,EVER-783-01,07,1,S Col-SE Ridge,,1,1,,,1978,3,0,TRUE
,Hubert,Hillmaier,Hubert Hillmaier,W Germany,,M,34,1944,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,14-10-1978,1700,17,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,Oct 14,5, 1,1978 Aut,EVER,EVER-783-01,09,1,S Col-SE Ridge,,1,1,,,1978,3,0,TRUE
,Siegfried (Sigi),Hupfauer,Siegfried (Sigi) Hupfauer,W Germany,,M,37,1941,Deputy Leader,0,0,1,0,0,1,1,0,0,0,1,0,1,16-10-1978,1345,13.75,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,Oct 16,5, 1,1978 Aut,EVER,EVER-783-01,02,1,S Col-SE Ridge,,1,1,,,1978,3,0,TRUE
,Nicolas,Jaeger,Nicolas Jaeger,France,,M,31,1946,High-Altitude Doctor,0,0,0,0,0,1,1,0,0,1,1,0,1,15-10-1978,1335,13.58,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,Oct 15,5, 1,1978 Aut,EVER,EVER-783-02,12,1,S Col-SE Ridge,,1,1,,,1978,3,0,TRUE
,Wilhelm,Klimek,Wilhelm Klimek,W Germany,,M,37,1940,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,16-10-1978,1345,13.75,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,Oct 16,5, 1,1978 Aut,EVER,EVER-783-01,11,1,S Col-SE Ridge,,1,1,,,1978,3,0,TRUE
,Bernd,Kullmann,Bernd Kullmann,W Germany,,M,24,1954,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,17-10-1978,,0,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,Oct 17,5, 1,1978 Aut,EVER,EVER-783-01,12,1,S Col-SE Ridge,,1,1,,,1978,3,0,TRUE
,Josef,Mack,Josef Mack,W Germany,,M,28,1950,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,14-10-1978,1630,16.5,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,Oct 14,5, 1,1978 Aut,EVER,EVER-783-01,15,1,S Col-SE Ridge,,1,1,,,1978,3,0,TRUE
,Pierre,Mazeaud,Pierre Mazeaud,France,,M,49,1929,Leader,0,1,0,0,0,1,1,0,0,0,1,0,1,15-10-1978,1345,13.75,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,Oct 15,5, 1,1978 Aut,EVER,EVER-783-02,01,1,S Col-SE Ridge,,1,1,,,1978,3,0,TRUE
,Georg,Ritter,Georg Ritter,W Germany,,M,31,1947,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,17-10-1978,,0,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,Oct 17,5, 1,1978 Aut,EVER,EVER-783-01,17,1,S Col-SE Ridge,,1,1,,,1978,3,0,TRUE
,Wanda,Rutkiewicz,Ms. Wanda Rutkiewicz,Poland,,F,35,1943,2nd Deputy Leader,0,0,1,0,0,1,1,0,0,0,1,0,1,16-10-1978,1345,13.75,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,Oct 16,5, 1,1978 Aut,EVER,EVER-783-01,03,1,S Col-SE Ridge,,1,1,,,1978,3,0,TRUE
,Ang Dorje,Sherpa,Ang Dorje Sherpa (Thamo),Nepal, (Thamo),M,29,,H-A Worker,1,0,0,1,0,1,1,0,0,0,0,1,1,16-10-1978,1345,13.75,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,Oct 16,5, 1,1978 Aut,EVER,EVER-783-01,22,1,S Col-SE Ridge,,1,1,,,1978,3,0,TRUE
,Ang Kami,Sherpa,Ang Kami Sherpa (Tsermadingma),Nepal, (Tsermadingma),M,0,,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,16-10-1978,1345,13.75,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,Oct 16,5, 1,1978 Aut,EVER,EVER-783-01,23,1,S Col-SE Ridge,,1,1,,,1978,3,0,FALSE
,Mingma Nuru,Sherpa,Mingma Nuru Sherpa (Khumjung),Nepal, (Khumjung),M,0,,H-A Worker,1,0,0,1,0,1,1,0,0,0,0,1,1,16-10-1978,1345,13.75,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,Oct 16,5, 1,1978 Aut,EVER,EVER-783-01,24,1,S Col-SE Ridge,,1,1,,,1978,3,0,FALSE
,Stanislav (Stane),Belak-Srauf,Stanislav (Stane) Belak-Srauf,Yugoslavia,,M,38,1940,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,15-05-1979,1430,14.5,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 15,5, 1,1979 Spr,EVER,EVER-791-01,03,1,Lho La-W Ridge up; N Face (Hornbein)-W Ridge down,,0,0,,,1979,1,0,TRUE
,Stipe,Bozic,Stipe Bozic,Yugoslavia,,M,28,1951,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,15-05-1979,1430,14.5,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 15,5, 1,1979 Spr,EVER,EVER-791-01,05,1,Lho La-W Ridge up; N Face (Hornbein)-W Ridge down,,0,0,,,1979,1,0,TRUE
,Ang Phu,Sherpa,Ang Phu Sherpa (Khumjung),Nepal, (Khumjung),M,28,1950,Sirdar,1,0,0,1,0,1,1,0,0,0,1,0,1,15-05-1979,1430,14.5,  -   -,,0,  -   -,,0,0,0,0,1,16-05-1979,07:30,7.5, 4,5,7600,0,0,8849,May 15,5, 1,1979 Spr,EVER,EVER-791-01,32,1,Lho La-W Ridge up; N Face (Hornbein)-W Ridge down,,0,0,,,1979,1,0,FALSE
,Andrej,Stremfelj,Andrej Stremfelj,Yugoslavia,,M,22,1956,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,13-05-1979,1351,13.85,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 13,5, 1,1979 Spr,EVER,EVER-791-01,25,1,Lho La-W Ridge up; N Face (Hornbein)-W Ridge down,,0,0,,,1979,1,0,TRUE
,Jernej (Nejc),Zaplotnik,Jernej (Nejc) Zaplotnik,Yugoslavia,,M,27,1952,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,13-05-1979,1351,13.85,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 13,5, 1,1979 Spr,EVER,EVER-791-01,30,1,Lho La-W Ridge up; N Face (Hornbein)-W Ridge down,,0,0,,,1979,1,0,TRUE
,Nicholas Victor Aloysius (Nick),Banks,Nicholas Victor Aloysius (Nick) Banks,New Zealand,,M,27,1951,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,02-10-1979,1300,13,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,Oct 2,5, 1,1979 Aut,EVER,EVER-793-01,02,1,S Col-SE Ridge,,1,1,,,1979,3,0,TRUE
,Tilman,Fischbach,Tilman Fischbach,W Germany,,M,31,1948,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,02-10-1979,1300,13,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,Oct 2,5, 1,1979 Aut,EVER,EVER-793-01,03,1,S Col-SE Ridge,,1,1,,,1979,3,0,TRUE
,Raymond Edward (Ray),Genet,Raymond Edward (Ray) Genet,USA,,M,48,1931,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,02-10-1979,1300,13,  -   -,,0,  -   -,,0,0,0,0,1,03-10-1979,,0, 2,5,8000,1,0,8849,Oct 2,5, 1,1979 Aut,EVER,EVER-793-01,04,1,S Col-SE Ridge,,1,1,,,1979,3,0,TRUE
,Guenter,Kaempfe,Guenter Kaempfe,W Germany,,M,46,1932,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,02-10-1979,1300,13,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,Oct 2,5, 1,1979 Aut,EVER,EVER-793-01,05,1,S Col-SE Ridge,,1,1,,,1979,3,0,TRUE
,Gerhard,Schmatz,Gerhard Schmatz,W Germany,,M,50,1929,Leader,0,1,0,0,0,1,1,0,0,0,1,0,1,01-10-1979,1400,14,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,Oct 1,5, 1,1979 Aut,EVER,EVER-793-01,01,1,S Col-SE Ridge,,1,1,,,1979,3,0,TRUE
,Hannelore,Schmatz,Ms. Hannelore Schmatz,W Germany,,F,39,1940,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,02-10-1979,1300,13,  -   -,,0,  -   -,,0,0,0,0,1,03-10-1979,07:00,7, 2,5,8350,0,0,8849,Oct 2,5, 1,1979 Aut,EVER,EVER-793-01,06,1,S Col-SE Ridge,,1,1,,,1979,3,0,TRUE
,Ang Jangbu (Ang Jambu),Sherpa,Ang Jangbu (Ang Jambu) Sherpa (Pangboche),Nepal, (Pangboche),M,21,1958,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,02-10-1979,1300,13,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,Oct 2,5, 1,1979 Aut,EVER,EVER-793-01,10,1,S Col-SE Ridge,,1,1,,,1979,3,0,TRUE
,Ang Phurba,Sherpa,Ang Phurba Sherpa (Namche Bazar),Nepal, (Namche Bazar),M,22,1957,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,02-10-1979,1300,13,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,Oct 2,5, 1,1979 Aut,EVER,EVER-793-01,11,1,S Col-SE Ridge,,1,1,,,1979,3,0,TRUE
,Lhakpa Gyalzen/Gyalu,Sherpa,Lhakpa Gyalzen/Gyalu Sherpa (Phortse),Nepal, (Phortse),M,30,1948,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,01-10-1979,1400,14,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,Oct 1,5, 1,1979 Aut,EVER,EVER-793-01,12,1,S Col-SE Ridge,,1,1,,,1979,3,0,TRUE
,Pertemba,Sherpa,Pertemba Sherpa (Khumjung),Nepal, (Khumjung),M,31,1948,Sirdar,1,0,0,1,0,1,1,0,0,0,1,0,1,01-10-1979,1400,14,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,Oct 1,5, 1,1979 Aut,EVER,EVER-793-01,13,1,S Col-SE Ridge,,1,1,,,1979,3,0,FALSE
,Sungdare,Sherpa,Sungdare Sherpa (Pangboche),Nepal, (Pangboche),M,24,1955,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,02-10-1979,1300,13,  -   -,,0,  -   -,,0,0,0,1,0,  -   -,,0,0,0,0,0,0,8849,Oct 2,5, 1,1979 Aut,EVER,EVER-793-01,14,1,S Col-SE Ridge,,1,1,,,1979,3,0,TRUE
,Johann (Hans),Von Kaenel,Johann (Hans) Von Kaenel,Switzerland,,M,38,1940,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,01-10-1979,1400,14,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,Oct 1,5, 1,1979 Aut,EVER,EVER-793-01,08,1,S Col-SE Ridge,,1,1,,,1979,3,0,TRUE
,Hermann,Warth,Hermann Warth,W Germany,,M,38,1940,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,01-10-1979,1400,14,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,Oct 1,5, 1,1979 Aut,EVER,EVER-793-01,09,1,S Col-SE Ridge,,1,1,,,1979,3,0,TRUE
,Leszek,Cichy,Leszek Cichy,Poland,,M,28,1951,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,17-02-1980,1430,14.5,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,Feb 17,5, 1,1979 Win,EVER,EVER-794-01,03,1,S Col-SE Ridge,,1,1,,,1979,4,0,TRUE
,Krzysztof,Wielicki,Krzysztof Wielicki,Poland,,M,30,1950,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,17-02-1980,1430,14.5,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,Feb 17,5, 1,1979 Win,EVER,EVER-794-01,19,1,S Col-SE Ridge,,1,1,,,1979,4,0,TRUE
,Andrzej (Leszek),Czok,Andrzej (Leszek) Czok,Poland,,M,31,1948,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,19-05-1980,1600,16,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 19,5, 1,1980 Spr,EVER,EVER-801-02,05,1,S Pillar-SE Ridge,,0,0,,,1980,1,0,TRUE
,Yasuo,Kato,Yasuo Kato,Japan,,M,31,1949,Climbing Ldr (NE Ridge),0,0,1,0,0,1,1,0,0,0,1,0,1,03-05-1980,2055,20.92,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 3,5, 1,1980 Spr,EVER,EVER-801-03,04,2,N Col-NE Ridge,N Face (Japanese & Hornbein Couloirs),0,0,,,1980,1,0,FALSE
,Jerzy,Kukuczka,Jerzy Kukuczka,Poland,,M,32,1948,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,19-05-1980,1600,16,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 19,5, 1,1980 Spr,EVER,EVER-801-02,09,1,S Pillar-SE Ridge,,0,0,,,1980,1,0,TRUE
,Takashi,Ozaki,Takashi Ozaki,Japan,,M,27,1952,Climber (N Face),0,0,0,0,0,1,1,0,0,0,1,0,1,10-05-1980,1702,17.03,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 10,5, 1,1980 Spr,EVER,EVER-801-03,19,2,N Col-NE Ridge,N Face (Japanese & Hornbein Couloirs),0,0,,,1980,1,0,TRUE
,Pasang Temba,Sherpa,Pasang Temba Sherpa (Ghat),Nepal, (Ghat),M,29,1950,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,14-05-1980,1530,15.5,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 14,5, 1,1980 Spr,EVER,EVER-801-01,14,1,S Col-SE Ridge,,1,1,,,1980,1,0,TRUE
,Tsuneo,Shigehiro,Tsuneo Shigehiro,Japan,,M,32,1947,Climber (N Face),0,0,0,0,0,1,1,0,0,0,1,0,1,10-05-1980,1650,16.83,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 10,5, 1,1980 Spr,EVER,EVER-801-03,21,2,N Col-NE Ridge,N Face (Japanese & Hornbein Couloirs),0,0,,,1980,1,0,TRUE
,Martin,Zabaleta Larburu,Martin Zabaleta Larburu,Spain,,M,30,1949,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,14-05-1980,1530,15.5,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 14,5, 1,1980 Spr,EVER,EVER-801-01,12,1,S Col-SE Ridge,,1,1,,,1980,1,0,TRUE
,Reinhold,Messner,Reinhold Messner,Italy,,M,35,1944,Leader,0,1,0,0,0,1,1,1,0,0,0,1,1,20-08-1980,1300,13,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,Aug 20,5, 1,1980 Sum,EVER,EVER-802-01,01,2,N Col-N Ridge-N Face,,1,1,,,1980,2,0,FALSE
,Peter Harvey,Hackett,Peter Harvey Hackett,USA,,M,33,1947,Climbing Scientist,0,0,0,0,0,1,1,0,0,0,1,0,1,24-10-1981,1530,15.5,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,Oct 24,5, 1,1981 Aut,EVER,EVER-813-01,06,1,S Pillar-SE Ridge,,0,0,Mountain Travel,,1981,3,0,TRUE
,Christopher M. (Kris),Kopczynski,Christopher M. (Kris) Kopczynski,USA,,M,33,1948,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,21-10-1981,1129,11.48,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,Oct 21,5, 1,1981 Aut,EVER,EVER-813-01,08,1,S Pillar-SE Ridge,,0,0,Mountain Travel,,1981,3,0,TRUE
,Christopher J. (Chris),Pizzo,Christopher J. (Chris) Pizzo,USA,,M,32,1949,Climbing Scientist,0,0,0,0,0,1,1,0,0,0,1,0,1,24-10-1981,1230,12.5,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,Oct 24,5, 1,1981 Aut,EVER,EVER-813-01,15,1,S Pillar-SE Ridge,,0,0,Mountain Travel,,1981,3,0,TRUE
,Sungdare,Sherpa,Sungdare Sherpa (Pangboche),Nepal, (Pangboche),M,26,1955,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,21-10-1981,1129,11.48,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,Oct 21,5, 1,1981 Aut,EVER,EVER-813-01,25,1,S Pillar-SE Ridge,,0,0,Mountain Travel,,1981,3,0,FALSE
,Young/Yong Tenzing,Sherpa,Young/Yong Tenzing Sherpa (Namche Bazar),Nepal, (Namche Bazar),M,28,1953,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,24-10-1981,1230,12.5,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,Oct 24,5, 1,1981 Aut,EVER,EVER-813-01,26,1,S Pillar-SE Ridge,,0,0,Mountain Travel,,1981,3,0,TRUE
,Vladimir Sergeevich,Balyberdin,Vladimir Sergeevich Balyberdin,USSR,,M,32,1949,Climber,0,0,0,0,0,1,1,0,0,0,0,1,1,04-05-1982,1435,14.58,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 4,5, 1,1982 Spr,EVER,EVER-821-01,02,1,SW Face rib-W Ridge,,0,0,,,1982,1,0,TRUE
,Sergei Igorevich,Bershov,Sergei Igorevich Bershov,USSR,,M,35,1947,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,04-05-1982,2330,23.5,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 4,5, 1,1982 Spr,EVER,EVER-821-01,03,1,SW Face rib-W Ridge,,0,0,,,1982,1,0,TRUE
,Sergei Borisovich,Efimov,Sergei Borisovich Efimov,USSR,,M,38,1944,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,05-05-1982,1320,13.33,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 5,5, 1,1982 Spr,EVER,EVER-821-01,06,1,SW Face rib-W Ridge,,0,0,,,1982,1,0,TRUE
,Yuri Fedorovich,Golodov,Yuri Fedorovich Golodov,USSR,,M,38,,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,09-05-1982,1100,11,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 9,5, 1,1982 Spr,EVER,EVER-821-01,07,1,SW Face rib-W Ridge,,0,0,,,1982,1,0,TRUE
,Valentin Andreevich,Ivanov,Valentin Andreevich Ivanov,USSR,,M,40,1941,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,05-05-1982,1320,13.33,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 5,5, 1,1982 Spr,EVER,EVER-821-01,10,1,SW Face rib-W Ridge,,0,0,,,1982,1,0,TRUE
,Valeri Vasipevich,Khomutov,Valeri Vasipevich Khomutov,USSR,,M,40,,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,09-05-1982,1100,11,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 9,5, 1,1982 Spr,EVER,EVER-821-01,11,1,SW Face rib-W Ridge,,0,0,,,1982,1,0,TRUE
,Valeri Nikolaevich,Khrishchati,Valeri Nikolaevich Khrishchati,USSR,,M,30,1951,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,08-05-1982,1340,13.67,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 8,5, 1,1982 Spr,EVER,EVER-821-01,12,1,SW Face rib-W Ridge,,0,0,,,1982,1,0,TRUE
,Eduard Vikentevich,Myslovsky,Eduard Vikentevich Myslovsky,USSR,,M,44,1937,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,04-05-1982,1435,14.58,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 4,5, 1,1982 Spr,EVER,EVER-821-01,16,1,SW Face rib-W Ridge,,0,0,,,1982,1,0,TRUE
,Vladimir Nikolaevich,Puchkov,Vladimir Nikolaevich Puchkov,USSR,,M,33,,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,09-05-1982,1100,11,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 9,5, 1,1982 Spr,EVER,EVER-821-01,20,1,SW Face rib-W Ridge,,0,0,,,1982,1,0,TRUE
,Mikhail Mikhailovich,Turkevich,Mikhail Mikhailovich Turkevich,USSR,,M,29,1953,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,04-05-1982,2330,23.5,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 4,5, 1,1982 Spr,EVER,EVER-821-01,24,1,SW Face rib-W Ridge,,0,0,,,1982,1,0,TRUE
,Kazbek Shakimovich,Valiev,Kazbek Shakimovich Valiev,USSR,,M,29,1952,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,08-05-1982,1340,13.67,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 8,5, 1,1982 Spr,EVER,EVER-821-01,25,1,SW Face rib-W Ridge,,0,0,,,1982,1,0,TRUE
,Patrick (Pat),Morrow,Patrick (Pat) Morrow,Canada,,M,29,1952,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,07-10-1982,1130,11.5,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,Oct 7,5, 1,1982 Aut,EVER,EVER-823-02,16,1,S Col-SE Ridge,,1,1,,,1982,3,0,TRUE
,Lhakpa Dorje,Sherpa,Lhakpa Dorje Sherpa (Khunde),Nepal, (Khunde),M,27,1955,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,05-10-1982,0930,9.5,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,Oct 5,5, 1,1982 Aut,EVER,EVER-823-02,25,1,S Col-SE Ridge,,1,1,,,1982,3,0,TRUE
,Lhakpa Tshering,Sherpa,Lhakpa Tshering Sherpa (Khunde),Nepal, (Khunde),M,26,,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,07-10-1982,1130,11.5,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,Oct 7,5, 1,1982 Aut,EVER,EVER-823-02,26,1,S Col-SE Ridge,,1,1,,,1982,3,0,TRUE
,Pema Dorje,Sherpa,Pema Dorje Sherpa (Khumjung),Nepal, (Khumjung),M,24,1958,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,07-10-1982,1130,11.5,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,Oct 7,5, 1,1982 Aut,EVER,EVER-823-02,28,1,S Col-SE Ridge,,1,1,,,1982,3,0,TRUE
,Sungdare,Sherpa,Sungdare Sherpa (Pangboche),Nepal, (Pangboche),M,27,1955,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,05-10-1982,0930,9.5,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,Oct 5,5, 1,1982 Aut,EVER,EVER-823-02,29,1,S Col-SE Ridge,,1,1,,,1982,3,0,FALSE
,Laurie,Skreslet,Laurie Skreslet,Canada,,M,32,1949,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,05-10-1982,0930,9.5,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,Oct 5,5, 1,1982 Aut,EVER,EVER-823-02,20,1,S Col-SE Ridge,,1,1,,,1982,3,0,TRUE
,Yasuo,Kato,Yasuo Kato,Japan,,M,33,1949,Leader,0,1,0,0,0,1,1,0,0,0,1,0,1,27-12-1982,1555,15.92,  -   -,,0,  -   -,,0,0,0,0,1,28-12-1982,,0, 4,5,8800,0,1,8849,Dec 27,5, 1,1982 Win,EVER,EVER-824-02,01,1,S Col-SE Ridge,,1,1,,,1982,4,0,FALSE
,David Finlay,Breashears,David Finlay Breashears,USA,,M,27,1955,Film Team,0,0,0,0,0,1,1,0,0,0,1,0,1,07-05-1983,1600,16,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 7,5, 1,1983 Spr,EVER,EVER-831-02,04,1,S Col-SE Ridge,,1,1,,,1983,1,0,TRUE
,Peter,Jamieson,Peter Jamieson,USA,,M,27,1955,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,07-05-1983,1600,16,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 7,5, 1,1983 Spr,EVER,EVER-831-02,06,1,S Col-SE Ridge,,1,1,,,1983,1,0,TRUE
,Gary Robert,Neptune,Gary Robert Neptune,USA,,M,37,1945,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,14-05-1983,1330,13.5,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 14,5, 1,1983 Spr,EVER,EVER-831-02,09,1,S Col-SE Ridge,,1,1,,,1983,1,0,TRUE
